demand_type,contribution_type,item,variant_id,units,value,source_field_id,source_label,excel_row
cooling,gain,sum_opaque_areas,enerphit_by_component,kWh,1353.20309885,cooling_demand.sum_opaque_areas,Sum opaque areas,419
cooling,gain,internal_gains,enerphit_by_component,kWh,10375.2273188,cooling_demand.internal_gains,Internal Gains,420
cooling,limit,demand_limit,enerphit_by_component,kWh,0,certification_limits.total_cooling_demand_limit,Total Cooling Demand Limit,366
heating,loss,walls_ag,enerphit_by_demand,kWh,3232.33933595,heating_demand.walls_ag,Walls (AG),376
heating,loss,walls_bg,enerphit_by_demand,kWh,146.442932228,heating_demand.walls_bg,Walls (BG),377
heating,loss,roofs,enerphit_by_demand,kWh,1113.95570342,heating_demand.roofs,Roofs,378
heating,loss,floor_slabs,enerphit_by_demand,kWh,797.447730941,heating_demand.floor_slabs,Floor Slabs,379
heating,loss,windows,enerphit_by_demand,kWh,5858.77062926,heating_demand.windows,Windows,383
heating,loss,thermal_bridges,enerphit_by_demand,kWh,1225.36681853,heating_demand.thermal_bridges,Thermal Bridges,385
heating,loss,ventilation,enerphit_by_demand,kWh,4233.77128958,heating_demand.ventilation,Ventilation,388
heating,gain,heating_demand,enerphit_by_demand,kWh,7878.95595825,heating_demand.heating_demand,Heating Demand,389
heating,gain,north,enerphit_by_demand,kWh,487.442491111,heating_demand.north,North,390
heating,gain,east,enerphit_by_demand,kWh,509.950094988,heating_demand.east,East,391
heating,gain,south,enerphit_by_demand,kWh,1868.13925928,heating_demand.south,South,392
heating,gain,west,enerphit_by_demand,kWh,0,heating_demand.west,West,393
heating,gain,horizontal,enerphit_by_demand,kWh,505.828822298,heating_demand.horizontal,Horizontal,394
heating,gain,sum_opaque_areas,enerphit_by_demand,kWh,688.835030438,heating_demand.sum_opaque_areas,Sum opaque areas,395
heating,gain,internal_gains,enerphit_by_demand,kWh,4898.22503036,heating_demand.internal_gains,Internal Gains,396
heating,limit,demand_limit,enerphit_by_demand,kWh,10262.7050565,certification_limits.heat_demand_limit,Heat Demand Limit,363
